siteid,sitename,siteengname,county,township,basin,river,twd97lon,twd97lat,twd97tm2x,twd97tm2y,sampledate,itemname,itemengname,itemengabbreviation,itemvalue,itemunit,note
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2025-05-09 14:09:18",水溫,"Water Temperature",WT,31.0,℃,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2025-05-09 14:09:18",河川污染分類指標,"River Pollution Index",RPI,2.5,,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",汞,Mercury,Hg,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",六價鉻,"Hexavalent Chromium",Cr6,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",銀,Silver,Ag,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",硒,Selenium,Se,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",鎘,Cadmium,Cd,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",砷,Arsenic,As,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",鉛,Lead,Pb,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",鉻,Chromium,Cr,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",鎳,Nickel,Ni,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",銅,Copper,Cu,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",鋅,Zinc,Zn,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",錳,Manganese,Mn,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",大腸桿菌群,"Coliform Group",Coli_G,750,CFU/100mL,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",總磷,Total-Phosphate,TP,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,105.1,%,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",溶氧(滴定法),"Dissolved Oxygen",DO2,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",氯鹽,Chloride,Cl,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",總氮,"Total Nitrogen",TN,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",亞硝酸鹽氮,Nitrite-Nitrogen,NO2_N,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",硝酸鹽氮,Nitrate-Nitrogen,NO3_N,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",總凱氏氮,TKN,TKN,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",氨氮,NH3-N,NH3_N,0.02,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",總有機碳,"Total Organic Carbon",TOC,-,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",化學需氧量,"Chemical Oxygen Demand",COD,<4.0,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",生化需氧量,"Biochemical Oxygen Demand",BOD5,<1.0,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",溶氧(電極法),"Dissolved Oxygen",DO,8.9,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",懸浮固體,"Suspended Solid",SS,2.6,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",氣溫,Temperature,TMP,25.5,℃,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",導電度,Conductivity,EC,362,μmho/cm25℃,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",濁度,Turbidity,TB,-,NTU,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",酸鹼值,pH,pH,8.38," ",
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",水溫,"Water Temperature",WT,19.8,℃,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2025-05-02 09:20:00",河川污染分類指標,"River Pollution Index",RPI,1,,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",汞,Mercury,Hg,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",六價鉻,"Hexavalent Chromium",Cr6,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",銀,Silver,Ag,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",硒,Selenium,Se,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",鎘,Cadmium,Cd,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",砷,Arsenic,As,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",鉛,Lead,Pb,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",鉻,Chromium,Cr,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",鎳,Nickel,Ni,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",銅,Copper,Cu,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",鋅,Zinc,Zn,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",錳,Manganese,Mn,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",大腸桿菌群,"Coliform Group",Coli_G,14000,CFU/100mL,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",總磷,Total-Phosphate,TP,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,79.5,%,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",溶氧(滴定法),"Dissolved Oxygen",DO2,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",氯鹽,Chloride,Cl,10600,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",總氮,"Total Nitrogen",TN,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",亞硝酸鹽氮,Nitrite-Nitrogen,NO2_N,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",硝酸鹽氮,Nitrate-Nitrogen,NO3_N,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",總凱氏氮,TKN,TKN,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",氨氮,NH3-N,NH3_N,0.52,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",總有機碳,"Total Organic Carbon",TOC,-,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",化學需氧量,"Chemical Oxygen Demand",COD,12.1,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",生化需氧量,"Biochemical Oxygen Demand",BOD5,1.2,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",溶氧(電極法),"Dissolved Oxygen",DO,6.0,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",懸浮固體,"Suspended Solid",SS,17.2,mg/L,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",氣溫,Temperature,TMP,25.0,℃,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",導電度,Conductivity,EC,20200,μmho/cm25℃,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",濁度,Turbidity,TB,-,NTU,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",酸鹼值,pH,pH,7.78," ",
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",水溫,"Water Temperature",WT,25.8,℃,
1681,後龍觀海大橋,"Guanhai Bridge",苗栗縣,,後龍溪流域,後龍溪,120.7630389,24.6139583,226006.91,2723040.66,"2025-05-02 08:30:00",河川污染分類指標,"River Pollution Index",RPI,2,,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",汞,Mercury,Hg,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",六價鉻,"Hexavalent Chromium",Cr6,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",銀,Silver,Ag,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",硒,Selenium,Se,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",鎘,Cadmium,Cd,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",砷,Arsenic,As,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",鉛,Lead,Pb,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",鉻,Chromium,Cr,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",鎳,Nickel,Ni,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",銅,Copper,Cu,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",鋅,Zinc,Zn,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",錳,Manganese,Mn,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",大腸桿菌群,"Coliform Group",Coli_G,27000,CFU/100mL,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",總磷,Total-Phosphate,TP,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,90.4,%,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",溶氧(滴定法),"Dissolved Oxygen",DO2,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",氯鹽,Chloride,Cl,58.1,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",總氮,"Total Nitrogen",TN,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",亞硝酸鹽氮,Nitrite-Nitrogen,NO2_N,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",硝酸鹽氮,Nitrate-Nitrogen,NO3_N,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",總凱氏氮,TKN,TKN,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",氨氮,NH3-N,NH3_N,0.29,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",總有機碳,"Total Organic Carbon",TOC,-,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",化學需氧量,"Chemical Oxygen Demand",COD,13.6,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",生化需氧量,"Biochemical Oxygen Demand",BOD5,1.4,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",溶氧(電極法),"Dissolved Oxygen",DO,7.9,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",懸浮固體,"Suspended Solid",SS,49.7,mg/L,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",氣溫,Temperature,TMP,21.0,℃,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",導電度,Conductivity,EC,451,μmho/cm25℃,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",濁度,Turbidity,TB,-,NTU,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",酸鹼值,pH,pH,7.96," ",
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",水溫,"Water Temperature",WT,22.2,℃,
1680,五福大橋,"Wufu Bridge",苗栗縣,,中港溪流域,中港溪,120.8422806,24.6642083,234036.80,2728594.67,"2025-05-14 06:25:00",河川污染分類指標,"River Pollution Index",RPI,1.5,,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",汞,Mercury,Hg,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",六價鉻,"Hexavalent Chromium",Cr6,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",銀,Silver,Ag,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",硒,Selenium,Se,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",鎘,Cadmium,Cd,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",砷,Arsenic,As,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",鉛,Lead,Pb,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",鉻,Chromium,Cr,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",鎳,Nickel,Ni,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",銅,Copper,Cu,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",鋅,Zinc,Zn,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",錳,Manganese,Mn,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",大腸桿菌群,"Coliform Group",Coli_G,40000,CFU/100mL,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",總磷,Total-Phosphate,TP,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,60.7,%,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",溶氧(滴定法),"Dissolved Oxygen",DO2,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",氯鹽,Chloride,Cl,2400,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",總氮,"Total Nitrogen",TN,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",亞硝酸鹽氮,Nitrite-Nitrogen,NO2_N,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",硝酸鹽氮,Nitrate-Nitrogen,NO3_N,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",總凱氏氮,TKN,TKN,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",氨氮,NH3-N,NH3_N,0.67,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",總有機碳,"Total Organic Carbon",TOC,-,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",化學需氧量,"Chemical Oxygen Demand",COD,12.0,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",生化需氧量,"Biochemical Oxygen Demand",BOD5,<1.0,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",溶氧(電極法),"Dissolved Oxygen",DO,4.7,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",懸浮固體,"Suspended Solid",SS,24.0,mg/L,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",氣溫,Temperature,TMP,29.2,℃,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",導電度,Conductivity,EC,7800,μmho/cm25℃,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",濁度,Turbidity,TB,-,NTU,
1679,竹安橋,"Juan Bridge",宜蘭縣,,得子口溪流域,得子口溪,121.8233611,24.8413333,333218.34,2748454.75,"2025-05-09 10:35:13",酸鹼值,pH,pH,7.18," ",
